id,artists,title,mix,label,genres,main_key,confidence,time1,change1,time2,change2,comments
299764,The Timewriter,Flicking Pages,Original Mix,Plastic City,Progressive House,G major,1,,,,,
299767,The Timewriter,Heartstring,Original Mix,Plastic City,Tech House,C minor,2,,,,,
299769,"The Timewriter, Mary Joe",Mary's Wisdom,Original Mix,Plastic City,House,F minor,2,,,,,
299772,The Timewriter,Night Train,Original Mix,Plastic City,Deep House,C minor,2,,,,,
299773,The Timewriter,Soulstickers,Original Mix,Plastic City,Electronica / Downtempo,F minor,2,,,,,
299782,"Hubbard, Weber",Aphrodite,Original Mix,Bonzai Classics,Trance,C# minor,2,,,,,
299786,Soyuz,Overheated,Original Mix,Bonzai Classics,Trance,F minor,2,,,,,
299789,The Astronaut,Cosmic Trash,Original Mix,Bonzai Classics,Trance,G# major,2,,,,,
299792,Tribal Warriors,Spirits In Love,Original Mix,Bonzai Classics,Trance,A# minor,2,,,,,
299800,Agnes  (ch),Bass Music For Bass People,Original Mix,Einmaleins Musik,Minimal,C major,1,,,,,
299801,Agnes  (ch),Anger Therapy,Original Mix,Einmaleins Musik,Minimal,A minor,2,,,,,
299807,Precious X Project,Dukkha's Revenge,Radio Edit,d_vision records,Electro House,D# major,2,,,,,
299808,"Precious X Project, Libex, Giorgio Prezioso",Dukkha's Revenge,Giorgio Prezioso vs. Libex Remix,d_vision records,Electro House,D# major,2,,,,,
299809,"Precious X Project, Orazio Fatman",Dukkha's Revenge,Orazio Fatman Remix,d_vision records,Progressive House,C minor,2,,,,,
299810,"Precious X Project, Pornocult",Dukkha's Revenge,Pornocult Mix,d_vision records,Tech House,C minor,2,,,,,
299811,Precious X Project,Dukkha,Original Version,d_vision records,Hard Dance,D# major,2,,,,,
299812,"Precious X Project, Rome",Dukkha,Rome Remix,d_vision records,Hard Dance,E major,2,,,,,
299817,2 Figli Deep,One For The Angels,Original Mix,Eklero Records,Minimal,F minor,2,,,,,
299820,2 Figli Deep,Where Is Everybody,Original Mix,Eklero Records,Minimal,F minor | Ab major,1,,,,,50% F minor - 50% G# major. Bimodal.
299832,Starecase,See,Original Mix,Hope Recordings,Progressive House,C# major,2,,,,,
299834,"Starecase, Timo Maas",See,Timo Maas Remix,Hope Recordings,Progressive House,C# major,2,,,,,
299835,Starecase,See,Starecase Club Mix,Hope Recordings,Progressive House,C# major,2,,,,,
299836,"Starecase, Rulers Of The Deep",See,Rulers Of The Deep Mix,Hope Recordings,Progressive House,C# major,2,,,,,
299847,"Woody B., Woody Bianchi",Holdin' On feat. Brent St. Clair,Woody Bianchi Club Mix,d_vision records,House,D minor,2,,,,,
299849,"Woody B., Kris Reen",Holdin' On feat. Brent St. Clair,Kris Reen Sunshine Mix,d_vision records,House,A minor,1,,,,,
299861,"Leon, Greenbeam",26 Poisoner Tablet,Original Mix,Piso Records,Minimal,F other,0,,,,,"Key tone seems weakly F, key mode is totally unknown"
299862,Violett,Isabella,Original Mix,Einmaleins Musik,Minimal,B major,1,,,,,
6103149,Paket,Behind Bars,Original Mix,Xclubsive Recordings,Breaks,C# major,2,01:08:00 AM,F# major,,,Key changes.
299869,Harlem Hustler,Love Is The Answer,Harlem Hustler Vocal Mix,d_vision records,House,A major,2,,,,,
299870,Harlem Hustler,U Can Do It,Harlem Hustler Club Mix,d_vision records,House,D major,2,,,,,
299879,Apoll,Never Mind My 987,Original Mix,Preset,Minimal,A# minor | A# major,1,,,,,"Key is A#, but mode is 50% major - 50% minor. Modally ambiguous."
299887,"DJ Memo, Fran Egea",12345678910,Fran Egea Remix,Porno School,Breaks,F minor,2,,,,,
299890,"Arnaud Le Texier, Luciano Esse",Awakenings,Original Mix,Safari Electronique,Minimal,B other,0,,,,,"Key is unclear between E, B and A. Mode is unknown. Phrygian semitone bcb. Bass in A. polymodal, b2."
299904,Derek Carr,Ray Of Light,Original Mix,Nice & Nasty,Deep House,C major,2,,,,,
299905,Produse,Prayer For Produse,Original Mix,Nice & Nasty,Electro House,C# major mixolydian,2,,,,,
299932,Mr. Fiction,Open Door,Original Mix,Unreleased Digital,Electro House,F major,2,,,,,
299933,Mr. Fiction,First Bullet,Original Mix,Unreleased Digital,Electro House,C minor,2,,,,,
299943,Mario Ranieri,Bummnoglzua  (Deep 'Veisalgia'),Original Mix,Stay Up Forever,Techno,D# minor,2,,,,,
299945,Mario Ranieri,Bummnoglzua  (Clanking 'Bummnoglzua'),Original Mix,Stay Up Forever,Techno,B minor,2,,,,,
299968,DJ Nasty,U Scared,Original Mix,Motor City Electro Company,Techno,B minor,2,,,,,
3198699,"AtomicPulse vs Mindstorm, Tripy, Charlie Xuereb",Psybernetic,Tripy Remix,Geomagnetic,Psy-Trance,C minor,2,,F minor,,,First half of track key is C minor and in the second half key is F minor. Key changes.
299976,"Paolo Bolognesi, Jurgen Cecconi",Oh My God,Jurgen Cecconi Remix,Fahrenheit,Electronica / Downtempo,A minor,2,,,,,
299977,"Popstitute, Cencios",Believe,Cencios Mix,Fahrenheit,Electronica / Downtempo,F# minor,2,,,,,
299978,A.P.,Tribal Perks,Original Mix,Yolk,Techno,F minor,2,,,,,
299994,"JPLS, Skoozbot",Green 01,Skoozbot's Twilite Remix,Minus,Minimal,D# minor,2,,,,,
299995,JPLS,Twilite 6.1,Original Mix,Minus,Minimal,A major,2,,,,,
307186,Cut La Roc,Crazy Dope Pimp Shxt,Original Mix,Rocstar Recordings,Breaks,E minor,2,,,,,
307425,Scarletti,My Tee,Original Mix,Krispy Beatz Recordings,Breaks,C minor phrygian,2,,,,,
312995,X-Dream,Coming Soon,Original Mix,Etnicanet Records,Psy-Trance,G# minor,2,,,,,
315480,"Frank Maurel, Machado Jr.",Let Yourself Flow,Original Mix,Lajja Recordings,House,B minor,2,,,,,
316031,Gitana,Talkin' Bout A Revolution,S.O.B. Mix,Hi-Bias Records,Funky / Groove / Jackin' House,C# minor,2,,,,,
323868,"Terry Lee Brown Junior, Alter Ego",Back To Reception,Alter Ego Remix,Plastic City,Techno,X,0,,,,,
326117,Velvet Girl,Velvet,Vocal Trance Mix,Green Martian,Trance,F# minor,2,,,,,
328299,The Funk Lab,Prospecting For Life,Original Mix,Funk Lab Records,Breaks,C major,1,,,,,
330141,Q-Baze,You'll Find The Way,Original Mix,Manifold Records,Breaks,G# minor,2,,,,,
331595,DJ Mouse,Fushion Beats,Original Mix,Bliss Point Recordings,Techno,C major,2,,,,,
332026,Bubbles,Bidibodi Bidibu,2007 Re-Edit Extended,Tunnel,Hard Dance,E minor | E major,1,,,,,"51% minor - 49% major (it is just a way of describing my mode sensation, 50%-50%, but I would say minor). Modally ambiguous."
333831,Project P.,Feel It,Original Mix,Manifold Records,Breaks,F# minor,2,,,,,
335862,"Diovanni, JC Mazter",I Like To Dance feat. Alex Hunt,Part 1 Mix,Tronic B7 Records,Progressive House,C major | A minor,2,,,,,Bimodal.
349463,Tanja La Croix,Bikini,Original Mix,Unreleased Digital,Progressive House,D major,2,,,,,
350773,"Lutzenkirchen, Joseph Disco, Micky Monzza",Bounce Baby,Original Mix,Great Stuff Recordings,Electro House,F major,2,,,,,
356905,"Santos, Maskio",Somatique,Maskio Bongotronik Mix,Hell Yeah,Techno,G minor,2,,,,,
358893,"Madison Park, Paul T, Triple One",All About The Groove,Triple One's Deep Dub,BasicLUX Records,Progressive House,C minor,2,,,,,
367369,"Midnight Society, Midnight Society, Corbo",That’s It feat. Corbo & Mirage,Midnight Society & Corbo Mix,Stealth Records,House,G major,2,,,,,
371036,"The Pharcyde, J Dilla (aka Jay Dee)",She Said,Remix Instrumental,Delicious Vinyl,Hip-Hop / R&B,G# minor,2,,,,,
373434,Jerome Robins,Hysteria,Original Mix,Polytechnic Recordings,Progressive House,D minor,2,,,,,
384265,Sub Focus,Bluenote,Original Mix,Frequency,Drum & Bass,E minor,2,,,,,
384364,"MLO, David Thomas",Fish Shack,Original Mix,Lo Recordings,Electronica / Downtempo,F minor,1,,,,,
385707,"Gabriele D'Andrea, Andy Funk",Blow,Jump Mix,Reshape,House,D minor,2,,,,,
386088,"Re-fuge, CJ Stone, Milo",So Real feat. Nicole Tyler,Milo & CJ Stone Dub Mix,Embassy One,Trance,G minor,2,,,,,
388664,"Patrick Bunton, Tremor, Thera",Blow Job,Thera Vs. Tremor Mix,Tunnel Records,Hard Dance,A minor,2,,,,,
392321,Marco Bailey,Scorpia,Original Mix,Bonzai Back Catalog,Trance,F# minor,2,,,,,
396112,Casual,It's All Good,Original Mix,Hieroglyphics Imperium,Hip-Hop / R&B,E major,2,,,,,
400929,Eric H,The Lights,Original Mix,Hotflush Recordings,Dubstep,A# major,1,,,,,
401815,White Girl Lust,Go & Get It feat. Spoek,Original Mix,Solid Bump,Hip-Hop / R&B,C# minor,2,,,,,
402978,"Kryptic Minds, Leon Switch",Simple To Lose,Original Mix,Hostile Recordings,Drum & Bass,E minor,2,,,,,
408635,Dbta,Nose To Nose,Original Mix,Resopal Schallware,Minimal,X,0,,,,,
410637,Vandall,If You Want (My Love),Original Mix,Trancewarez,Hard Dance,G# major,1,,,,,
431138,Random Play,Hovvy Roller,Original Mix,Puzzle Traxx,Electro House,A minor,2,,,,,
431805,Sonny Aka,Submerge,Original Mix,Tunnel,Hard Dance,F minor,2,,,,,
432966,"Brad Hed, Vandalism",The Girlz & Boyz,Vandalised Dub,Z Records,Electro House,D minor,2,,,,,
435271,"Klems, Liloo",Green Day,Original Mix,Greenspot Music,Trance,B minor,2,,,,,
441969,Beat Assassins,We Run Tings,Original Mix,Mofo Recordings,Breaks,E minor,2,,,,,
443912,Komonazmuk,Fear,Original Mix,Mode Recordings,Dubstep,G# minor,2,,,,,
446875,"Stefano Noferini, Mario Ochoa",Till You Come Back feat. Peyton,Mario Ochoa Dub Mix,Deeperfect Records,House,D minor,2,,,,,
450431,Dousk,Hammer,Original Mix,Vapour Recordings,Progressive House,E minor,2,,,,,
451169,Rob Jackson,My Crew,Original Mix,Nervous Records Hip Hop,Hip-Hop / R&B,C# minor,2,,,,,
457131,Richard Bahericz & Claude Njoya,Electrochoc feat. Miss Kitty,Vocal Mix,Mone Music,Electro House,E minor,2,,,,,
460731,Sheek Louch,45 Minutes To Broadway,Clean Mix,KOCH Records,Hip-Hop / R&B,E major,2,,,,,
461880,Savannah Joe,Elevation,SJ's Ho Down Dub,Fuego Recordings,Trance,X,0,,,,,
466208,Kobain,K.O. Bain,Original Mix,Major League Entertainment,Hip-Hop / R&B,G# minor,2,,,,,
470136,"Louis Slipperz, RawDog",Eleventh Hour,Original Mix,Rawdog,Hip-Hop / R&B,B minor,2,,,,,
471711,Crying Freemen,You Can Loose Your Mind,Original Mix,Kagdila Records,Psy-Trance,G minor,2,,,,,
482720,Iken,In Touch,Original Mix,Real Soon,Deep House,D major,1,,,,,
4772886,Zac Waters,History of Man,Original Mix,Blutonium Records,Hard Dance,C minor,2,,F minor,,,End of track modulates to F minor. Key changes.
486395,"Galaxy 68, Flowtex",DJ Play My Song,Flowtex Extended Mix,Amathus Music,Trance,F# major,2,,,,,
487971,Adamatic,Sad Song,Original Mix,Bomb Hip Hop,Hip-Hop / R&B,C major,2,,,,,
489351,2face Idibia,African Queen,MkD Remix,Kennis Music,Hip-Hop / R&B,A# major,2,,,,,
489613,"Molemen, PNS",No Axe,Instrumental,Molemen Records,Hip-Hop / R&B,X,0,,,,,
491529,Timbuktu,Vibb aktuellt,Original Mix,Mahjong Music,Hip-Hop / R&B,A minor,2,,,,,
495613,Cephalonya,Mind Your Step,Original Mix,Load Recordings,Progressive House,D minor,2,,,,,
497517,Rufige Kru,Vip Riders Chost (The Origin),Original Mix,Metalheadz,Drum & Bass,E minor,1,,,,,
501476,Nobody Famous,Growing Up Famous,Original Mix,Abstract Logic Recordings,Hip-Hop / R&B,D major,2,,,,,
501562,Anansi,Never Where,Original Mix,DubKraft Records,Dubstep,C minor,2,,,,,
503690,"Subb-an, Matt Mancini",Italia Subculture,Subb-an Re-Edit,Leftroom Limited,Techno,D minor,2,,,,,
508703,"DJ Shine, Teknostep",No Turning Back feat. Jenna Anderson,Original Mix,Nice & Smooth,Deep House,E major,2,,,,,
512956,"DJ Thoka, DJ Taylor, DJ Flow, Kosmonova",You Make Me Feel So Goood,Kosmonova's Hard-Experience Remix,TK Music Only,Hard Dance,D minor,2,,,,,
515806,Canelason,Hommes De Passage,Original Mix,Believe,Hip-Hop / R&B,F#_ minor | F^ minor,2,,,,,Key pitch is exactly half way between F and F#. Detuned.
521598,Electric Noise,If You Wanna Dance,Electric Noise Mix,Venus Records,Electro House,C# minor,2,,,,,
522851,Miro Pajic,Disappear In The Fog,Original Mix,Lazerslut,Minimal,G# minor,2,,,,,
528454,Altz,Dressing,Original Mix,Bear Funk,Deep House,E major,2,,,,,
533963,Tikal,Sunshine Middle East,Remix,Planet B.E.N. Records,Psy-Trance,G minor,2,,,,,
536497,Minimanima,Wise Moments,Original Mix,Axum Records,Techno,D minor,2,,,,,
542315,Dimiz,The Electric Universe,Original Mix,Balkan Connection,Tech House,B minor,2,,,,,
542876,Atlantic Connection,Water,Original Mix,Advanced Recordings (UK),Drum & Bass,E minor,2,,,,,
558054,Sebrok,Almost Famous,Original Mix,Paso Music,Techno,F# minor,2,,,,,
561086,Nu-Tone,123FM (Nobody Like You),Original Mix,Tangent,Drum & Bass,B major,2,,,,,
563669,"Chris Fraser, Ben Colin",Don't Bullshit Me feat. Marcie,Ben Colin Mix,System Recordings,Progressive House,E minor,2,,,,,
574098,"Mephisto Odyssey, Peter Paul",Superphonic,Peter Paul Remix,Groove Quest,Breaks,A# minor,2,,,,,
574896,Shin Nishimura,Bully Boy,Original Mix,Plus Records (Plus Tokyo),Techno,A minor,1,,,,,
575766,"Yotopia, Aerospace",3Delusions,Aerospace Remix,Spin Twist Records,Psy-Trance,A minor,2,,,,,
578325,Alert,Oblivion Cringe,Original Mix,Oblivion Fringe,Dubstep,X,0,,,,,
580557,Jeff Miller,Robot 7,Robotic Edit,Telepathy,Techno,D# major,2,,,,,
585098,Klartraum,Control-C,Original Mix,Gastspiel Records,Minimal,B minor,2,,,,,
6236612,"Maky, LHMR",Rock It,Original mix,U-Neq Productions,Breaks,G minor,2,12:25:00 AM,F minor,01:26:00 AM,G minor,Key changes.
588879,Jazzsteppa,Five,Original Mix,MG77 Recordings,Dubstep,F minor,2,,,,,
598701,Fred Baker,Voices,Original Mix,[PIAS] Recordings,Trance,B minor,2,,,,,
601207,Tricky,Coalition,Original Mix,Domino,Hip-Hop / R&B,D major,2,,,,,
603802,"Lopez, Ave Blaste",Drakefield Soul,Original Mix,Keep Up!,Breaks,A minor,2,,,,,
605407,Christian Sims,Tom In Da Beat,Club Mix,Believe Electro,Electro House,D major,2,,,,,
608572,Biz,Promiseland,Original Mix,Cliq Records,Techno,D major,2,,,,,
608703,"Titus1, Erga",Couture,Electro Selectah Erga Remix,Total Wipes,Electro House,D minor,2,,,,,
611801,Frenessy,Frequency Request,Frenessy Remix,AP Records,Psy-Trance,A minor,2,,,,,
611928,DJ Luciano Mancini,Got,Original Mix,Traxbit,Electro House,E minor,2,,,,,
611933,Cult Of The 13Th Hour,The Way Of The Gun,Original Mix,Planet Mu,Dubstep,F minor,1,,,,,
616128,"The Mint Frame Of Mind, Toni Rios",Frogs With Potatoes And Sour Cream,Toni Rios Remix,Carica Forza,Tech House,D minor,2,,,,,
616415,Sunfreakz,Drive Out,Original Radio Edit,Oxyd Back Cat,Trance,D# major,2,,,,,
617609,Réel Carter,Des Regards,Original Mix,Believe,Hip-Hop / R&B,C# major,2,,,,,
628368,"Ava Dayton, Calla McLoud",All The Way,Calla McLoud Electro Club Mix,Amathus Music,Progressive House,D major,2,,,,,
628617,Soco Audio,Junebug,Original Mix,BasicLUX Records,Deep House,C# minor,2,,,,,
633283,Sun Control Species,Kick Me Shake Me,Original Mix,Iboga Records,Psy-Trance,E minor,2,,,,,
635716,Tuxedomoon,I Was An Apple In The House Of Orange,Original Mix,LTM Recordings,Electronica / Downtempo,A minor,2,,,,,
638337,The Fratt House,P.I.M.P. feat. Ced B,Original Mix,Fratthouse Ent.,Hip-Hop / R&B,D minor,2,,,,,
638879,DJ Nori,Nomad,Original Mix,Flower Records,Deep House,A minor,2,,,,,
643172,"Brooklyn Bounce, DJ Brush",Get Ready to Bounce Recall 08,DJ Brush Remix,Mental Madness Records,Hard Dance,G minor,2,,,,,
645331,Ki.Mi.,Mono Laun,Original Mix,Stereooxid,Minimal,G minor,1,,,,,
645959,"Adam Polo, Elomak",Cotton Candy,Elomak Remix,Formule Records,Electro House,D minor,2,,,,,
650084,Reinhard Voigt,Im Wandel Der Zeit 8,Original Mix,Kompakt,Techno,B major,1,,,,,
650341,Phun-tastik,Pizzicato Passion,Radio Edit,Kimiko Records,Electro House,D minor,2,,,,,
650371,"Hyper, G.e.R.M",Centre Attraction,G.e.R.M Mix,Kilowatt Records,Breaks,A minor,2,,,,,
650505,G-Light,Aint Talking About,Original Mix,Icarus Creations,Psy-Trance,A minor,2,,,,,
650820,Grady G,Shut The Fuck Up,Original Mix,Boshed Recordings,Hard Dance,X,0,,,,,
654335,2 Live Crew,Get It Girl,Extended Mix,Lil' Joe Records,Hip-Hop / R&B,X,0,,,,,
656533,Tremo,Flat Wallet,Original Mix,Hardplace,Electro House,E minor,2,,,,,
657010,"Felipe Avelar, Olie, Jeff T",Electric Boogaloo feat. Olie,Jeff T Remix,Prompt Digital,Electro House,D minor,2,,,,,
673637,Fleur Earth,Hundesohn,Original Mix,Melting Pot Music,Hip-Hop / R&B,A# minor,2,,,,,
675299,M-Animals,Lick It,Original Mix,Shake Records,Minimal,E major,2,,,,,
680345,"Asana, Moyunijumo",Chibet Dream - Circus In Lotus - Mirror In The Water,Moyunijumo Mix,Thanks Giving,Electronica / Downtempo,E major,2,,,,,
681908,"Alic, Theme Fe",French Tripping,Theme Fe Remix,Soundmute Recordings,Techno,C# minor,2,,,,,
682387,"Berovic, Leicher",Owabi,Original Mix,Einmaleins Musik,Minimal,C# minor,2,,,,,
685481,"Kryptic Minds, Leon Switch",Minor Nine,Kryptic Minds & Leon Switch Remix,Defcom,Dubstep,A minor,2,,,,,
686686,Onda Quantica,To The Limit,Original Mix,2Real,Psy-Trance,D minor,2,,,,,
687183,The 4th Floor,Together,Minimal Remix,Bonzai Back Catalog,Minimal,C minor,2,,,,,
687544,"Otisto 23, Laurent de Wilde, Dual Snake",Compa,Dual Snake Remix,DTC Records,Dubstep,A minor,1,,,,,
691545,Echonomist,Polycarbonate,Original Mix,Resopal Schallware,Minimal,C# minor,2,,,,,
691843,"Krieger, Feuersanger, Dennis Grell",Muunlight,Dennis Grell Mix,Olav Bel Goe Music,Electro House,C# major,2,,,,,
6273674,Shadowplay,Necrons,Radio Edit,DJU (Djs United Italy),Hard Dance,C# major ,2,,F minor,,,"Begining of track key is C# major, then it turns to F minor. Key changes."
694157,"Combo, Neuroxyde",So Sexy,Neuroxyde Remix,303Lovers,Tech House,D minor,2,,,,,
694280,"One Of Them, Addled",Contagious Error,Addled's Kecak Mix,Fade Records,Tech House,D minor,1,,,,,
695589,"Push, James Harcourt",Universal Nation,James Harcourt Remix,Bonzai Classics,Trance,D minor,2,,,,,
696806,"Planet Asia, DJ Muggs",Lions In The Forest,DJ Solo Mix Dirty,Gold Dust Media,Hip-Hop / R&B,C# minor,2,,,,,
697443,Manuel De La Mare,Born Slippy,MDLM Mix,Omnis Recordings,Progressive House,D# major,2,,,,,
700076,Dylan Rhymes,Suicide,Original Mix,LOT49,Electro House,A# minor,2,,,,,
707425,"Savon, Andy Jay Powell",Someone Else,Andy Jay Powell Radio Edit,Active Sense Recordings,Hard Dance,B minor,2,,,,,
707851,Beat Assassins,Gunclip,Original Mix,Mofo Recordings,Breaks,F# minor,2,,,,,
710106,"Fierce, dBridge",Twilight,Original Mix,Quarantine Recordings,Drum & Bass,B minor,1,,,,,
712848,"Javier Gonzalez, Gonzalo Shaggy Garcia",Cantin Cuch,Original Mix,Factomania Digital,Progressive House,G minor,2,,,,,
712853,"Peterfy Bori, Love Band, Anorganik",Hello Modern Dizajn,Anorganik's Evil Funk Mix,Chi Recordings,Breaks,A minor,2,,,,,
715745,Warp Technique,Solid State,Original Mix,Dubmission Records,Breaks,C minor,2,,,,,
718543,Subtropic,Narcotic Fuz,Original Mix,Reflective Records,Drum & Bass,F# major,2,,,,,
722892,Mouse On Mars,Flim,Original Mix,Sonig,Electronica / Downtempo,C minor,2,,,,,
723438,Chipper,840,Chipper 420 Remix,Padded Cell Productions,Breaks,D# minor,2,,,,,
734930,DMX Krew,December Darkness,Original Mix,Turbo Recordings,Deep House,A minor,2,,,,,
737878,DJ Hidden,Death Seer,Original Mix,Ad Noiseam,Drum & Bass,D major,1,,,,,
738230,Paradox,Furtive Drummers,Original Mix,Reinforced Records,Drum & Bass,E minor,1,,,,,
742215,Audio Dependent,Toenail,Original Mix,Metroline Limited,Minimal,C major,2,,,,,
753241,"DNC, Loktibrada",Neprebudena,Loktibrada Dub,LFB,Tech House,D minor,2,,,,,
754389,"Kevax, Steve'n King",Shimmy Shake feat. 740 Boyz,Steve'N King Edit,Aqualoop Records,Progressive House,D minor,2,,,,,
755905,Caio Carvalho,Chemical Rotine,Original Mix,Physical Gravity Recordings,Progressive House,B minor,2,,,,,
760778,DJ Montana,The Bridge In The Park,Original Mix,Avanti,Techno,C# major,2,,,,,
760891,"Filur, Larry Heard, Banzai Republic",Fallin',Banzai Republic - Larry Heard Edit,disco-wax,Deep House,Eb major | C minor,2,,,,,Bimodal.
765583,Yotoko,Vajra,Original Mix,Delsin Records,Deep House,X,0,,,,,
771181,Zomby,Liquid Dancehall,Original Mix,Ramp Recordings,Dubstep,E minor,1,,,,,
780216,Utku S.,Cosmic Milk,Original Mix,Erase Records,Electro House,A# minor,2,,,,,
780236,Dual Shock,Something On Your Mind,Original Mix,Metropolis Project Records,Psy-Trance,C minor,2,,,,,
787388,Nitrous,Cubik,Original Mix,In Da Jungle Recordings,Drum & Bass,F# major,2,,,,,
793946,"Reza, Bell, Hussey",Let Yourself Go,Hussey & Bell Dub Mix,Slammin Muzik,Electro House,D# major,2,,,,,
794309,Paraphone,Highway,Original Mix,Cosm Records,Psy-Trance,D# minor,2,,,,,
797707,Duca,Babylon,Original Mix,Planet B.E.N. Records,Techno,B minor,1,,,,,
798594,Parallax Breakz,Serpent,Original Mix,ChipSound Records,Breaks,F minor,2,,,,,
805746,"Pompero, Forseco",Pompero,Forseco Remix,House Works,Electro House,G minor,2,,,,,
808116,Jon Gracius,Pwoap,Original Mix,Sweetleaf Recordings,Minimal,C minor,2,,,,,
808982,Serafim Tsotsonis,Red Shoes,Original Mix,Klik Records,Electronica / Downtempo,G major,2,,,,,
809450,Mr. Bor,Energy,Shot Mix,UDTK Records,Techno,E minor,1,,,,,
818686,L-Wiz,First Step,Original Mix,Redvolume,Dubstep,F# minor,2,,,,,
821091,"David Scaloni, Roberto Procaccini",Talkin,Roberto Procaccini Remix,Empro Music,Tech House,D minor,2,,,,,
823951,Kevin Gorman,Alarm,Stepper Version,Mikrowave,Dubstep,G major,2,,,,,
828061,"Sharps, Robb G",Girl Sweat,Robb G Remix,Promo Records,Electro House,F# major,2,,,,,
830719,"Faust, Shortee",Ready For This,Original Mix,Heavy Artillery Recordings,Breaks,F# minor,2,,,,,
836000,"DJ Fait, Miss Destiny, Clubticket",Right here Waiting,Clubbticket Remix Edit,Active Sense Recordings,Hard Dance,C# major,2,,,,,
837795,"A.P.E., Lagun",Travel To The Stars,Original Mix,Geomagnetic,Psy-Trance,G minor,2,,,,,
841676,"Zoo Brazil, Arno Cost, Norman Doray",Kalle,Norman Doray & Arno Cost Remix,Wormland Black,Progressive House,A# major,2,,,,,
842552,"Rektchordz, The Scientifics",No Dice,The Scientifics Remix,Erase Records,Breaks,C minor,2,,,,,
852917,Anton Lanski,Not Enough,Original Mix,Loco Records,Deep House,C minor,2,,,,,
857189,Alessio Lucini,The Fader,Electro Version,Doctormusik Records,House,D major,2,,,,,
861422,"Romanto, Out Of The Drum",The Guitar,Original Mix,Parasol Phonotheque,Breaks,C minor,2,,,,,
864300,Beatfanatic,Astro Flight,Original Mix,Soundscape,Deep House,B minor,2,,,,,
868240,Youandewan,Anjou,Original Mix,Aenaria Music,Deep House,B minor,2,,,,,
870280,WestLake,The Warrior,Original Mix,SoundTribe Rekords,Breaks,E minor,2,,,,,
871246,Jonny Lexxs,Bite Me,Original Mix,Dynamic Musik,Electro House,A minor,2,,,,,
889391,"Mr. Dynamite, Markus Schmidt",Stupidisco,Markus Schmidt Remix,Budenzauber,Tech House,G minor,2,,,,,
894614,DJ Madd,Flex'd,Original Mix,Boka Records,Dubstep,G# minor,1,,,,,
897094,"Fernando Ferreyra, John Hellson",Nebular,John Hellson Circular Remix,Deepsessions Recordings,Progressive House,D# minor,2,,,,,
898664,"The Arsonist, Slim Blue",Gimme My,Slim Blue Remix,Bassrock Records,Breaks,B minor,2,,,,,
905046,UnderThis,The Crash,Original Mix,Young NRG Productions,Breaks,B minor,2,,,,,
906851,"Eitan Reiter, Andrea Bertolini",Ups & Downs,Andrea Bertolini Remix,Iboga Records,Progressive House,D minor,2,,,,,
908868,"DJ Rampage, Jon Kennedy (USA)",Hella Sick Yo,Jon Kennedy Mix,Direct Drive Digital,Electro House,G# major,2,,,,,
909102,"Chicago Skyway, Aroy",Heaven,Aroy's Edit,M>O>S (Delsin),Tech House,A# minor,2,,,,,
912213,PSI Dream,Obstruction,Original Mix,Red Light Records,Drum & Bass,E major,1,,,,,
920509,Lowfish,Finishing The Stereotypes,Original Mix,Lowfish Music,Electronica / Downtempo,G# major,2,,,,,
1985174,Animat,Zeros And Ones,Album Mix,The Big Chill Label,Electronica / Downtempo,D major,2,12:56:00 AM,E minor,,,"0""-55"" B minor; 56""-2' E minor. Perhaps D instead of Bm, Key changes."
920615,Cyber Cartel,X Data,Original Mix,Agitato Records,Psy-Trance,E minor,2,,,,,
923491,Only Ten Left,Twitch,Original Mix,Modifi Music,Tech House,E minor,2,,,,,
923844,Fallhead,Field & Corridor,Original Mix,040 Recordings,Minimal,X,0,,,,,
940966,"Redeyes, Chris.Su",Cruise Ship To The Stars,Chris Su Remix,Spearhead Records,Drum & Bass,C# minor,2,,,,,
943181,Lorenzo,El Solveleto,Original Mix,Sa Trincha Recordings,Tech House,G minor,2,,,,,
944826,"Dilamani, Rassek, RedDub",Jayless,Instrumental Mix,KULT,Tech House,C# major,2,,,,,
950746,The Senior All-Stars,Les' Dance,Original Mix,Skycap,Hip-Hop / R&B,G major,2,,,,,
953140,Rudy Cecca,All I Need,Original Mix,Discor Music,Electro House,E minor,2,,,,,
958447,DJ Navendu,Viva La Vida,Original Mix,VectoRecords 2.0,Progressive House,A# minor,1,,,,,
967034,Cause4Concern,Peep Show,Original Mix,Virus Recordings,Drum & Bass,C minor,2,,,,,
3115087,DZ,Raise Up,Original Mix,Dubline,Dubstep,F# minor,2,12:20:00 AM,E minor,01:02:00 AM,F# minor,Key changes.
984867,Lunatik Sound System,Out Of Mind,Original Mix,Something Records,Electronica / Downtempo,X,0,,,,,
987207,Puppy Kicker,Everyone's Happy,Original Mix,Rogue Dubs,Dubstep,C# major,2,,,,,
997069,"Future Funk Squad, R3volve",Alien,R3volve Remix,En-Vision Recordings,Breaks,C minor,2,,,,,
1017875,JT Donaldson,UCFWM,Original Mix,Oomph,Deep House,F# minor,2,,,,,
1019315,Guido Sava,Fever,Original Mix,Mestiza Records,Progressive House,D minor,2,,,,,
1019403,Penta,Butter,Original Mix,Avatar Records,Psy-Trance,G# minor,1,,,,,
1034722,Scorpio,Ali Ba-Ba,Original Mix,V Recordings,Drum & Bass,C minor,2,,,,,
